QGPIORecord, QRC v6.1.0, 28-11-2021 @ 14:01:33, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
448890, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
448902, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
448910, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
448920, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
448930, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
448941, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
448951, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
448960, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
448970, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
448980, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
448991, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
449000, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
449010, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
449020, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
449031, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
449040, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
449050, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
449060, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
449071, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
449080, 0, 0, 0, 0, 0, 0.622827, 0.505998, 0, 0, 0, 0, 0
