QGPIORecord, QRC v6.1.0, 28-11-2021 @ 14:01:03, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
418900, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
418912, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
418920, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
418930, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
418940, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
418951, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
418960, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
418970, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
418980, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
418991, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419000, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419010, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419020, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419031, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419041, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419050, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419060, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419070, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419081, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419090, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419100, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419110, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419121, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419130, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419140, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419150, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419161, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419170, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419180, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419190, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419201, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419211, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419220, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419230, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419240, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419251, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419260, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419270, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419280, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419291, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419300, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419310, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419320, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419331, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419340, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419350, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419360, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419371, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419381, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419390, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419400, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419410, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419421, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419430, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419440, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419450, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
419461, 0, 0, 0, 0, 0, 0.582972, 0.505217, 0, 0, 0, 0, 0
