QGPIORecord, QRC v6.1.0, 28-11-2021 @ 14:00:34, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
390191, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390202, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390210, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390220, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390231, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390241, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390250, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390260, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390270, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390281, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390290, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390300, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390310, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390321, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390330, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390340, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390350, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390361, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390370, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390380, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390390, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390401, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390411, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390420, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390430, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390440, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390451, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390460, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390470, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390480, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390491, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390500, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390510, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390520, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390531, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390540, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390550, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390560, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390571, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390581, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390590, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390600, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390610, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390621, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390630, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390640, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390650, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390661, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390670, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390680, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390690, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390701, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390711, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390720, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390730, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390740, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390751, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390760, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390770, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390780, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390791, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390800, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390810, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390820, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390831, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390840, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390850, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390860, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390871, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390881, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390890, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390900, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390910, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390921, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390930, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390940, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390950, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390961, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390970, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390980, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
390990, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
391001, 0, 0, 0, 0, 0, 0.622827, 0.428242, 0, 0, 0, 0, 0
